movie_name,Page.Name,Page.Category,Page.Description,Post.Created.Date,Message,URL,Total.Interactions
咒,Japaholic,MEDIA,Japaholic是提供旅遊書上絕對找不到的日本在地即時觀光情報、到日本必買的購物資訊新消息、日本生活風尚資訊，以及藝術、文化等，豐富多元內容的新聞媒體。,2022-07-16,#JH藝能娛樂 你看《咒》了沒？,https://www.facebook.com/398127993672235/posts/2298386760313006,26
咒,Cheers：快樂工作人,MEDIA_NEWS_COMPANY,如果工作佔據了人生這麼多的時間，這麼大份量，為什麼我們不多花些精神，使工作充滿了挑戰、成就與快樂？熱情工作．快樂生活：www.cheers.com.tw,2022-11-19,#金馬獎【拍片十年無人識，《咒》今入圍13項大獎】 「我大一就入行了，但快40歲還沒代表作。」身兼《咒》美術指導和好友的陳若宇便提及，#柯孟融 拍了很多別人聽過的電影，但沒人知道他就是導演，「老實說，他是失敗的，他也很痛苦。」 柯孟融決定要拍出一部代表作：「台灣最美的是鬼故事。你看自己家裡樓梯、窗外的產業道路的模樣，哪一個小時候沒怕過？」,https://www.facebook.com/125694707812/posts/10160649359417813,26
咒,美麗佳人 Marie Claire Taiwan,MEDIA_NEWS_COMPANY,"Marie Claire 美麗佳人創立於1937，全球唯一能夠連結女性議題與人文品味的流行時尚媒體。Think Smart, Look Amazing.
www.marieclaire.com.tw",2022-07-13,《咒》衝上全球電影榜第9名佳績，21國電影排行榜前10名，包含日本、香港、印尼、新加坡以及印尼都是穩坐冠軍寶座！🖤🖤🖤 #marieclairetw #咒 #Netflix #派脆克,https://www.facebook.com/161789327743/posts/10160020915737744,26
咒,TVBS 新聞,MEDIA_NEWS_COMPANY,"【24小時不中斷】https://bit.ly/3IptuTT
【下載APP】 https://goo.gl/DQ2fAF
【加我LINE】https://goo.gl/QDzHny",2022-03-20,這裡有已經看完《咒》的朋友嗎？,https://www.facebook.com/220050085932/posts/10158848127260933,26
咒,哲學新媒體 Philosophy Medium,EDU_SITE,哲學新媒體是一個以推廣哲學教育為己任的組織，我們透過網路新媒體來報?,2022-05-09,【影評】《咒》：信念也可以是最恐怖的一件事情 😱 為什麼《咒》這麼嚇人？ https://philomedium.com/blog/82221 👻 2022 年票房破億的臺灣 #恐怖片《咒》，你看了嗎？小編膽子小，不敢看恐怖片，只看酷愛恐怖片的哲媒作家 #小媖 寫的影評： //這部片讓我覺得值得推薦的地方，並不是它恐怖嚇人的畫面與回憶式的敘事方法，而是它讓觀眾意識到「信念」在行動中可能產生的漣漪效應，而這些漣漪會讓你在不自覺中由「信」(belief) 跨越到「行」(actions)。正如《中庸》：「莫見乎隱，莫顯乎微，故君子慎其獨也。」// 小媖在本文中，使用「人如何從 #信念 達成 #行動」的行動模型 BOID 來說明為什麼《#咒》這部片的「後勁」這麼強！這邊要特別加註小媖附上的警語： ⚠️ // 如果你愛看恐怖片，但膽子不是太大，極度建議膽子不夠大者勿看，特別是你也相信「信念」能驅動「實踐」的人，最好別亂測驗自己的心理承受度。這部片完全踩著我禁忌的部分硬生生播了 111 分鐘，我忍著衝出電影院的衝動，不斷的自我建設才把它看完了。觀後最大的心得是，恐怖片還是不要開 7.1 聲道比較好。// 🎙️ 同場加映：Podcast #超驚嚇中國哲學 https://philomedium.com/hfcp 👏 訂閱哲學新媒體，支持我們持續創作哲普內容： https://bit.ly/3FvXlaU:=:https://philomedium.com/support,https://www.facebook.com/1459139947706813/posts/3147498698870921,25
咒,疑案辦,TOPIC_EVENT,"立足台灣，關注世界，疑案辦探求隱藏在歷史懸案背後的真相。透過縝密的資料爬梳，直視恐懼埋葬的殘酷記憶，我們期待往日疑雲揭開真相的那一天。
https://linkby.tw/ohsir.tw",2022-08-17,今年鬼片在台灣電影市場大放異采，《咒》講的是觸碰禁忌而引來大禍，《頭七》講的是貼近我們生活的傳統喪葬文化，而甫上映的《民雄鬼屋》這是我們熟悉的靈異故事說轉化的恐怖電影。你知道嗎？在這些電影的製作幕後有一群專業的「道士」在現場「技術指導」片場所需的各種民俗、宗教知識！ 這次我們邀請到《民雄鬼屋Minxiong Haunted House》、《頭七》的道士技術指導于治詮來到疑案辦，為我們解析、分享他在片場的有趣故事！在我們俗稱的鬼月裡，歡迎來到疑案辦深入了解，在鬼片背後的道士身影吧。,https://www.facebook.com/514713182202712/posts/1254160742019465,25
咒,Taiwan di Surabaya,CONSULATE_EMBASSY,An official office that has been established by the government of the Republic of China (Taiwan) ,2022-07-19,"Seperti KKN, Film “Incantation” asal Taiwan sudah menjadi salah satu film horor yang terlaris tahun ini. Sejak tayang di Netflix pada awal Juli, film berasal dari Taiwan ini menduduki Top 1 dalam kategori film populer. berikut mantera kutukan di dalam film “Incantation?” 「禍福相倚、生死有命」 Huò fú xiàng yǐ, shēng sǐ yǒu mìng artinya Nasib baik mengikuti nasib buruk dan sebaliknya. Kita bisa mempersiapkan untuk apa yang dalam kendali kita, tapi masalah hidup dan mati di luar kendali kita. #KKN versi Taiwan 台灣國片成績亮眼，本土影片《咒》（Incantation）上映後，成為全亞洲最受好評的鬼片。只不過膽小的小編，不敢一個人看，要揪大家一起欣賞，支持台灣電影業! #印尼的鬼片也很厲害 #台版KKN",https://www.facebook.com/100066505822338/posts/388790826681108,25
咒,Ruijia露奇亞膠原專家,HEALTH_BEAUTY,在RUIJIA露奇亞，我們希望能為大家帶來是成分單純天然、並且減少人工添加物，且價格合理的天然營養品。,2022-08-07,#勞闆來聊天 #影片觀賞 #咒 吃午餐的時候，兒子說：媽～同學說「咒」很好看也很可怕喔！你看過嗎？Netflix 有，但是我不敢自己看，妳能陪我一起看嗎？ 通常我不看恐怖片的，因為認真不懂花錢花時間嚇自己幹嘛？！XD。但為了培養親子感情，現在中元期間也來應個景，於是倆母子就在大中午的時間吃飯配電視。 「咒」這部影片用個人敘事的拍攝法（就是主角拿著手機、錄影機這樣）一開始畫面都是搖搖晃晃搖搖晃晃的，晃的我整個人哈欠連連頭昏眼花，所以前30分鐘我一直處在醒醒睡睡之間，之後甚至睡熟…..直到演完兒子搖我抱怨說：「媽，演完了！好恐怖，你在睡覺都沒看到….」我才醒來… 原來「年輕」跟「上了年紀」的分水嶺大概就是在面對「恐怖」的反應吧！！！ 年輕人用腎上腺素來刺激逃跑反應。 而像我這種中年人直接用分泌褪黑激素來麻痺自己對恐怖的感覺。「即使天要塌下來都要先吃飽、睡飽再說」😆😆😆 想試試自己是年輕還是年紀大根本不用去醫院，去電影院或是電視打開就可以😌 #因為自己沒看無法分享個人影片觀看心得 #補上事後查詢資料讓大家參考 《咒》2022年三月在台灣上映累積1.7億票房，穩坐台灣原創恐怖片影史票房第一，7月8日《咒》在Netflix全球獨家上線,https://www.facebook.com/608232672629564/posts/5302218959897555,25
咒,Every little d,NEWS_SITE,"有・細節的生活
Every little detail matters.",2022-07-14,｜#影視｜在台灣恐怖片的領域裡，《#咒》所帶來的恐怖效果確實出類拔萃，片中那股讓人無計可施的絕望感相當出色，而6年前、後的交叉敘事手法，讓故事因此具有一定程度的懸疑張力。 而在主題方面，《咒》也就像不少出色的恐怖片那樣，將一些社會問題給融入到電影的恐怖性質之中。其中最直接的，算是若男與女兒間的關係： — 看更多生活細節 -Instagram上的每日展覽 ☞ http://bit.ly/2MwcccP:=:https://www.instagram.com/everylittled/ -每週五的主編手札 ☞ https://bit.ly/2FA6vG2:=:https://everylittled.us19.list-manage.com/subscribe?u=6aacb8d5a004eaa10ffd19737&id=0692b08ea5,https://www.facebook.com/1220674178021070/posts/5037333289688454,25
咒,QoolQuiz,MEDIA_NEWS_COMPANY,"歡迎光臨我們的網站！
我們提供多樣好玩的測試，
一起分享專屬你最酷最有趣的測試結果吧！
按讚追蹤粉絲團！",2022-03-05,台灣首部邪教電影《咒》 電影音效出現26秒恐怖男聲跟唱 影片聲音曝光了...抖,https://www.facebook.com/422000531331494/posts/1803121756552691,25
咒,DailyView 網路溫度計,MEDIA_NEWS_COMPANY,"【網路溫度計】
大數據時事專家，永遠給你最熱門的關注話題。
https://dailyview.tw/",2022-11-17,金馬59／ 《咒》到底在紅什麼？ 全台首部「沉浸式邪教」電影　 一年聲量飆破10萬「深入靈魂的毛」,https://www.facebook.com/100064821875991/posts/509868107850581,25
咒,Hit FM聯播網,AUTOMATION_SERVICES,http://www.hitoradio.com熱情Play 只想聽音樂,2022-06-23,由HitFm擔任協辦的 #2022台北電影節 系列活動熱烈進行中！ 影展的部份也即將在本週正式開跑，超過百部海內外精采電影要讓大家一飽眼福。 即日起至2022/06/24中午12點就快到HITO校園聯盟粉絲團參加活動，HitFm準備了《美國女孩》、《咒》、《不想一個人》等三部經典國片的電影票，邀請你一起前進台北電影節喔！,https://www.facebook.com/123630409193/posts/10159793873669194,25
咒,風傳媒,MEDIA_NEWS_COMPANY,"風傳媒，一個國際視野、觀點犀利、正向力量的新媒體。http://www.storm.mg
",2022-11-18,【#風生活】 今年3月上映的恐怖電影《咒》引發不少話題，甚至被譽為「台灣影史最強恐怖片」，改編自2005年在高雄發生的一家6口疑似接連「起乩」，導致長女活生生遭餓死的真實慘案... --------------------------------- ㊙️LINE好友獨家全新服務 http://bit.ly/3bTyVIZ:=:https://www.storm.mg/line/notify/login 風傳媒╳華爾街日報｜洞悉全球政經最前沿 🌏馬上訂閱：https://bit.ly/3RYjNhK:=:https://www.storm.mg/member/premium-plan?utm_source=FB_Subscribe&utm_medium=post&utm_campaign=subscribe,https://www.facebook.com/186758878172497/posts/2380494682132228,25
咒,國立臺北藝術大學（北藝大）關渡通訊 TNUA Bulletin,UNIVERSITY,"歡迎分享與提供北藝大各項教、學、展、研等活動資訊與內容～
粉絲專頁之圖片、影片僅限於提供學術與校務推廣使用。
版權所有，若欲引用內文、轉載，請註明出處，惟不得做為商業用途。",2022-11-20,👏👏恭賀電影創作學系校友柯孟融以作品《咒》榮獲第59屆金馬獎【最佳剪輯】👍👍 The 59th Golden Horse Awards Best Film Editing 柯孟融Kevin KO｜《咒》Incantation 擅長恐怖驚悚風格的柯孟融，本屆以自編自導的作品《咒》同時入圍原著劇本、剪輯及導演三項大獎，這是他的第一座金馬獎，在節奏、氣氛的營造上深具巧思。,https://www.facebook.com/359756784369877/posts/1879258282419712,24
咒,牽猴子電影粉絲俱樂部,MOVIE,"敬請期待
《蘭陵40 ─ 演員實驗教室》
《周處除三害》
《幸福房屋事件簿》
《莎莉》


串流平台線上看
《村裡來了個暴走女外科》
《咒》
《你的婚姻不是你的婚姻》",2022-02-11,感受到了嗎？ 祂 的力量 請遵循旨意 跟著我們 ̶前̶進̶ . 火̸̝̝̮̰͓̀͐͜͠佛̶̧̛̦͕̫͒̎̐̀修̴̧̥̗͉̿͂̈̽̕一̸̨̛̥̘̯̣͑̈́́̋ 心̵̢̗̗̰̩͗̾͋͐͠薩̷̧̯͓̤͕̊̇̄͐͞嘸҉̢͖͕̘͊́̌͝哞҈̡̯̖̾̿̏̚͠ . #成為我們的信徒 - ▎前導預告 https://youtu.be/1Mp-2W9FabU:=:https://www.youtube.com/watch?v=1Mp-2W9FabU ⠺⠸⠷ 03.18 #全台大銀幕感受最大驚嚇 ⠴⠳⠺ 《咒》觸碰禁忌 ❌ 喚醒詛咒 ❌ #不信邪就等死 導演｜#柯孟融 製作｜#精漢堂影像有限公司 主演｜蔡亘晏（爆花）、 高英軒mr. Kao 、 林敬倫 Sean、 阿Q verycute、#黃歆庭 發行｜#牽猴子股份有限公司 牽猴子電影粉絲俱樂部,https://www.facebook.com/696963083725876/posts/4897339247021551,24
咒,OVERDOPE MAGAZINE,MAGAZINE,最認真報導潮流。,2022-02-23,🔥 準備好你的伴了嗎！？台灣最新恐怖電影《咒》 🔥（連結在留言處）,https://www.facebook.com/195177753864224/posts/4781623958552891,24
咒,Hong Kong Movie 香港電影,ACTIVITY_GENERAL,Hong Kong Movie 香港電影 － Movie6 識電影 | 讓你認識更多電影的平台,2022-11-19,🏆 第 59 屆金馬獎🏆 「最佳剪輯」《咒》柯孟融 得獎名單（更新中）：https://hkmovie6.com/blog/post/33492 #金馬59 #HongKongMovie #香港電影 #MOVIE6 #識電影 #電影 #Movie,https://www.facebook.com/100064401891007/posts/500293245460734,24
咒,The News Lens 關鍵評論網,MEDIA_NEWS_COMPANY,The News Lens設立於2013年8月。我們是一群對於現今媒體不滿又想要做出一些改變的人。希望能夠提供多元觀點，讓一個事件有不同切入角度，讓社群世代的讀者，能輕鬆分享和參與討論。,2022-07-22,【想在家看《咒》，卻又怕增加心理陰影面積？緩解恐怖片觀影後遺症的3個方法】 Every little d 取材自真實台灣事件、號稱「有史以來最恐怖的國片」——《#咒》近日甫登上串流就登上世界 #Netflix 排名前十，更在亞洲五國登上排名冠軍。 因為這樣的成績，讓原先不敢看的人們開始躍躍欲試，同時祭出「在陽光下一邊野餐一邊看」、「一邊大聲放台語歌就不怕了」等幫助轉移注意力的點子，這些方法雖然能減低電影的恐怖感，卻也降低了導演想帶給觀眾的觀影體驗。 這次，我們整理了看 #恐怖片 之後可以「自我治療」的3個方法，讓大家在家能安心看恐怖片： #火佛修一心薩嘸哞 — 看更多生活細節 -Instagram上的每日展覽 ☞ http://bit.ly/2MwcccP:=:https://www.instagram.com/everylittled/ -每週五的主編手札 ☞ https://bit.ly/2FA6vG2:=:https://everylittled.us19.list-manage.com/subscribe?u=6aacb8d5a004eaa10ffd19737&id=0692b08ea5,https://www.facebook.com/481065478629613/posts/5248780825191364,24
咒,Yahoo奇摩電影戲劇,NEWS_SITE,"這是Yahoo奇摩電影官方粉絲團。全年無休、24小時都營業。
https://tw.movies.yahoo.com/",2022-03-18,【大家比較想看《咒》還是《頭七》？】 小孩才做選擇，大人可以全都要🤪 恐怖片都必看！,https://www.facebook.com/161527590557550/posts/5138643379512588,24
咒,VERSE,MEDIA,"這是一本屬於這時代的雜誌，而這是一個文化的時代。
VERSE是一個全新混種的文化媒體，是台灣新文化地景的導覽者與記錄者，是這時代詩歌的書寫者也是新議題的設定者。
",2022-06-27,《月老》與《咒》以破億票房的亮麗姿態，讓票房成績始終苦悶的國產片得以揚眉吐氣。然而看似截然不同的兩部作品，在兩位導演創作劇本的同時，卻都剛好面臨與愛犬生命即將畢業的階段， 九把刀 Giddens Ko 與 柯孟融 選擇將告別的悲傷化作思念，並將之寫入劇本之中。​ ​ 九把刀 Giddens Ko 始終認為，生命每個階段所給予的養分都不一樣，而身為創作者在得到這些養分之後，會藉由變形、轉換，巧妙的將之融入電影之中，當愛犬從這一生畢業之後，悲痛的心情朝著他席捲而來，他沒能躲，於是選擇將滿腔的思念訴諸電影。,https://www.facebook.com/109212067479967/posts/577406120660557,23
咒,電笠,APP,"電笠，意即燈罩，
折濾出不同光紋。

就像電話上，那小吋屏幕的變奏，
演化成一個網絡資訊平台。

Voice of Contemporary.
說是當代的甚麼呢？

那就讓我們，一起去留下註腳。",2022-07-24,【 Unknown /《咒》的信念遊戲 】 上次描寫《咒》裡涉及的起乩文化，在正片其實幾乎沒有怎麼提及，只在片方公開的刪減片段裡能得以窺探，是為一大可惜。不過，《咒》可供討論的還有很多，例如電影初段的互動小遊戲。姑勿論那只是披著「光學逆源」與「腦補」外殼的視覺小把戲，它確實帶出了一個很值得深思的問題：一個小小的觀點和信念，是如何影響我們的一切？毫無疑問地，夢想是一種信念、宗教信仰也是一種信念、就連這個世間的萬物運行也全都是信念：你憑何相信著太陽每天都會從東方升起？信念充斥在我們周圍，與我們的生活息息相關，卻似乎沒有太多人深思過它，慶幸電影給予了我們機會。 ▍水能載舟亦能覆舟 電影採用偽紀錄片形式拍攝，又到真實存在的充滿神秘色彩的李棟山莊取景，已讓觀影感受極為真實。戲裡，若男更是邀請大家互動，首先是觀看符號，接著朗讀八字咒語，然後又與大家一同做了關於摩天輪和鐵路的視覺與念力實驗。實驗中，她邀請大家用自己的信念把它們先往左轉、再往右轉。若男用實驗結果使我們「相信」祝福，「相信」我們有能力憑自身意念影響外物、改變命運。之後，這個符號和咒語在全片中不斷重複。 戲外，我們從片初就聽到了若男的話，要一起念咒語，看符號救朵朵。全幕的畫面也迫使它們一次又一次深深地烙印在觀眾們腦海裡，讓我們徹底信以為真，仿佛真能救人。到最後，原來這只是一個邪惡詛咒，且我們全都泥足深陷了，片初逐漸建立的正向信念瞬間崩塌，我們在那刻突然全盤否定了自己所信的事。那種「真實」的不安感使人渾身發麻，如同有人毫無預警告知你，太陽每天會從東方升起從來都只是一個謊言、是一種假象罷了。那一刻，你的難受和對世界的懷疑是無法測量的，如同《凶靈祭》裡的巫師對自己的信仰產生動搖後，身心靈脆弱得很快便死於非命。 從上可見，摧毀一個人不需摧毀他的肉身，只需摧毀他的信念就行了。然而，如《回魂夜》那句經典台詞：「最緊要揸緊個信念，鬼都奈你唔何呀！」只要信念夠堅定，也是能帶來希望的。在現今社會，每個人都耳熟能詳的「吸引力法則」就是需要極其牢固的信念，因為箇中原理就是要求你找到真正想要實現的願望，然後努力「相信」你的願望一定會成真，過程中不能有任何質疑。最後，你的所想便會神奇的如願以償。以簡單點的方法來理解的話，也可以說當我們如此堅信某些事情的時候，心靈和身體自然會互相驅使對方去達成最終的目的。一個信念進而像樹枝般無限延伸，生出更多更多的微小念頭，幫助我們找到最終的光。 ▍Tulpa、New Age、佛學 談到吸引力法則和弄假成真，再想一想電影中屢次出現的藏傳佛教元素，不難讓人聯想到源自藏傳佛教的 Tulpa。Tulpa 指的是，人能憑自己的精神力和所堅信的事情創造出新的存在。電影中，若男曾對朵朵說：「你一直想著怪物的話，怪物最後就會住進你的腦袋裡面」。在這裡先借用怪物一詞來說明，就假設怪物本來不存在好了，但如果你一直去想它、一直去相信它的存在，那麼它活在你的腦海中、在你的腦海裡肆虐，不也是一種存在嗎？精神力夠強的話，甚至有過案例能產出實體。 另一邊廂，醫生則曾告誡若男：「這個世界是怎麼樣的，取決於你怎麼去看他。你怎麼看待這個世界的，就會對這個世界帶來小小的改變。」。世界是怎樣的，取決於人們的念，而人們的念，也造就了他們現在與未來的人生。這其實與 New Age 所推崇的「思想創造實相」，和佛學的「境由心轉」有著異曲同工之妙。也別提佛學中，使眾生需要痛苦輪迴的一念無明就是從「一念」所引起的。雖則仔細來說它們也有著許多不同之處，篇幅所限，未能盡錄。 偶爾，我們或許也應該反思自己的固有信念——我們相信著什麼？我們需要轉念嗎？才得以避免某天我們的信念會被徹底擊垮，又或因為害怕信念被擊垮，而自欺欺人。 _ text by︰Sky 浸會大學創意及專業寫作學系三年級生 / 想以有限的時間探知無限的事物。 _______________________ 聆聽當代的聲音 Voice of Contemporary _______ . ▍Instagram 同步更新 https://instagram.com/dl.thevoc #電笠 #電笠VOC #VoiceofContemporary #電笠Unknown #咒 #台灣 #Netflix #你們相信祝福嗎 #Incantation #信念  #火佛修一心薩嘸哞 咒 Incantation _,https://www.facebook.com/104652694663321/posts/606999227761996,23
咒,Beauti360,SPA_BEAUTY_PERSONAL_CARE,BEAUTI360 全港 No.1 美容平台，為客戶提供店舖搜尋，療程選購，美容預約及消,2022-11-20,金馬獎總得獎名單｜張艾嘉封后！ 黃秋生稱帝　港片《智齒》4項大贏家 第59屆金馬獎頒獎典禮今（19日）晚於國父紀念館登場，典禮主持人由新科金鐘影后謝盈萱擔任，她穿大紅露背褲裝自嘲：「從哪裡跌倒就從哪裡站起來。」還又唱又跳揭開序幕。而典禮最高潮是張艾嘉以《燈火闌珊》3度封影后！還有黃秋生以《白日青春》奪影帝。最佳劇情片則由《一家子兒咕咕叫》奪下，港片《智齒》擒4獎榮登大贏家。 10次入圍3度封影后！張艾嘉《燈火闌珊》獎留台灣 張艾嘉以《燈火闌珊》奪下第59屆金馬獎影后，也是她的第3座影后，全場鼓掌，她抱著獎座，語帶哽咽地說：「這幾年習慣在下面看大家得獎，一時之間不曉得說什麼才好，《燈火》是我非常喜歡這個題材，講消失轉變，霓虹燈曾是香港標誌，後來被LED取代，我真的很怕電影被小螢幕取代，希望電影永遠存在，我要把獎獻給我媽媽，我的母親95歲了，年輕時有演員的夢，當時不允許，把這份工作留給了我。」 張艾嘉表示一開始完全沒有緊張，直到這2天收到很多朋友的祝福簡訊，也遇到許多媒體祝賀，才讓她頓時壓力山大，覺得如果沒有拿獎很對不起大家，但因為真的沒有料想到會得獎，所以沒有提前預約慶功宴的場地。 家中3匹馬全是男配角獎 黃秋生3搶影帝終於到手！ 黃秋以電影《白日青春》生擠下林家棟、張繼聰、張孝全、黃秋生、游安順等四位實力派演員，成為新科影帝，男童星林諾陪伴他上台領獎，小男童爆哭，含淚硬是擠出「大家好」，黃秋生哽咽回憶，多年前入圍金馬來台，帶著空行李箱，告訴媽媽將來台買書回香港，被媽媽料中「買書我就輸」，怎料，他如願獲得金馬獎，「我想告訴我媽，我終於得到了，但我媽不在了」，他望著男童星說「我們一起哭」。讓觀眾一片動容。 周興哲有未婚妻帶來幸運！最佳原創電影歌曲到手 周興哲今晚和金馬新人獎擦身而過，但在最佳原創電影歌曲成功拿獎，從未入圍過3金的他，終於迎來首座金獎獎座，他激動地感謝老闆、家人、上帝，當然也少不了未婚妻趙岱新「thank my fiancee」。 周興哲笑說這次入圍2個獎項，他還開玩笑說機率比較高，大概有猜到自己不會得最佳新演員獎，但還是平常心對待，不然沒有得獎會感到很受傷。周興哲透露去年疫情期間時常抱怨，直到禱告候聽到上帝跟他說「你還有什麼好抱怨的呢」？才讓他恍然大悟，其實自己已經擁有很多了。周興哲出道至今都未曾入圍金曲獎，他表示會繼續做出好的作品，希望未來有機會可以受到金曲獎肯定，最後透露未婚妻趙岱新稍晚會現身劇組慶功宴。 最強小鮮肉！23歲朱軒洋《黑的教育》奪最佳男配角 最佳男配角獎由朱軒洋以《黑的教育》拿下，他上台領獎表示：「呵呵呵呵，首先謝謝柴姊，謝謝大家，很好玩。」他先前入圍金鐘男主角時沒有感謝前經紀人柴智屏，事後柴智屏受訪時頗有微詞，這次他拿獎特別第1個感謝柴智屏，算是破冰。 75歲素人阿嬤超搶眼！《哈勇家》林詹珍妹奪最佳女配角 《哈勇家》75歲的阿嬤林詹珍妹首次演戲就受肯定，今晚順利奪下第59屆金馬獎最佳女配角，她接下獎座開心表示：「好重喔，沒想到我能站在這。」她除了謝謝評審肯定，更謝謝上帝，感謝她教會自己「不偷、不搶不做壞事，我很自在，我很感謝大家，也很感謝我的原住民。」簡潔有力的得獎感言，台下觀眾歡呼聲不絕於耳。 周興哲哭哭！25歲「怪物新人」胡智強 《咕咕叫》獲最佳新演員 25歲胡智強以《一家子兒咕咕叫》雙料入圍金馬男配角和新人獎，在典禮開始就開胡拿下新人獎，擊敗《咒》「朵朵」黃歆庭、張祖鈞、周興哲、林諾。他上台時哭得一把鼻涕一把眼淚講感謝詞，最後笑喊：「我有點當機，謝謝大家。」 《白日青春》奪最佳原著劇本打響頭砲 《白日青春》導演劉國瑞在台下受訪時坦言自己沒想過會得到最佳原著劇本獎，因為看了許多影迷的觀後評語，大多都在批評劇本。劉國瑞補充要感謝已故導演楊德昌，透露如果沒有楊德昌的《牯嶺街少年殺人事件》，他也不會踏上拍電影這條路。 見證台灣電影發展史 92歲攝影大師賴成英獲終身成就獎 高齡92歲的導演賴成英獲頒第59屆金馬獎終身成就獎，他拄著拐杖被攙扶上台領獎，感性致謝金馬執委會的肯定，以及一路陪伴他的「牽手」，「這個獎也屬於過去幾10年來，陪伴我工作的夥伴們，我代表他們一起致意」。並表示雖然年紀大、體力不如從前，但依然非常熱愛電影，「電影還有無限的空間可以去重新創造，我會跟著大家一起繼續為電影往前走」。 台灣實驗電影先鋒 張照堂熱愛紀錄片獲終身成就獎 今年的終身成就獎頒發給國際知名攝影藝術家張照堂，今由張照堂大弟子代為領獎與致謝，笑說「不曉得張老師躲在哪個角落藏身拍照」，形容張照堂是叛逆、低調又幽默的人，並代為致詞：「我要謝謝家人長期的支持陪伴，以及金馬獎的肯定，將此獎獻給紀錄片創作者，和一路走來共同夥伴們。」 陳潔瑤打敗老師張作驥！《哈勇家》奪最佳導演 「最佳導演」由《哈勇家》陳潔瑤拿下，打敗老師張作驥、柯孟融、鄭保瑞及詹京霖，陳潔瑤上台表示「很榮幸跟其他最佳導演入圍，我覺得我們不是對手，不需要靠競爭來證明自己的創作」，贏得熱烈掌聲，這也是《哈勇家》奪得最佳女配角後在本屆金馬的第2座獎項。,https://www.facebook.com/100064792565958/posts/508951187941296,23
咒,半瓶醋聊天室：電影遊戲動畫製片都可以,none,"",2022-03-27,電影《咒》的關鍵場景，原來也是歷史景點啊😅,https://www.facebook.com/groups/1512889999020054/permalink/2834624093513298,23
咒,釀電影,MEDIA_NEWS_COMPANY,啜一口電影的美好！釀電影是專為影癡而生，結合數位內容 & 實體刊物的影迷聚落。,2022-11-16,電影釀的酒 EP60 ┃荷包君掰掰！影展咖必聽的金馬選片指南 feat. 雀雀看電影 資深影評雀雀和主編硯拓終於合體，從《罪後真相》的張孝全父女檔、《一家子兒咕咕叫》的本土老爸游安順、到影評人激推的《智齒》⋯⋯，還沒買票、不知道怎麼買票的影迷，頒獎典禮前一定要聽的金馬選片指南！ ⠀ °˖✧◝【 本集重點 】°˖✧◝ 討論度最高的爸爸影帝：《罪後真相》張孝全、《一家子兒咕咕叫》游安順 香港成為最大的垃圾場：《智齒》、《燈火闌珊》 最脆弱、最慘的影后人選：《咒》蔡亘晏、《智齒》劉雅瑟 永遠不離不棄的家庭電影：《哈勇家》、《夏日天空的那匹紅馬》 ✷ 雀雀的金馬選片：《哈勇家》《智齒》《九槍》 ✷ 硯拓的金馬選片：《窄路微塵》《我心我行》《神人之家》 ⠀ ⠀ ◯ ⠀⠀ 【聆聽電影釀的酒，啜一口電影的美好】 ▍SoundOn ➜ https://bit.ly/3AA6yKS:=:https://player.soundon.fm/p/755f274f-84db-4650-9786-295ef4d57900 ▍Spotify ➜ https://spoti.fi/2YDXPuz:=:https://open.spotify.com/show/4J70rzaZQK8KJ68BgWBrJf ▍KKBOX ➜ https://bit.ly/3M0bmQd:=:https://podcast.kkbox.com/sg/channel/_YXBdJssHxqkx7E-RJ ▍Apple Podcasts ➜ https://apple.co/3awcxpw:=:https://podcasts.apple.com/us/podcast/%E9%9B%BB%E5%BD%B1%E9%87%80%E7%9A%84%E9%85%92/id1516768359 ⠀ 【關注釀電影社群，加入全方位的影迷聚落】 ▍官網 ➜ https://filmaholic.tw/ ▍FB ➜ http://bit.ly/3gJZ9jB:=:https://www.facebook.com/filmaholictw/ ▍Instagram ➜ http://bit.ly/2YD1M1q:=:https://www.instagram.com/filmaholictw/ ▍Line ➜ http://bit.ly/2Xn7pvW:=:https://line.me/R/ti/p/%40467gpnga,https://www.facebook.com/100063966971007/posts/525257186283176,23
咒,電玩宅速配 Gamexpress,MEDIA_NEWS_COMPANY,"電玩宅速配 
合作E-MAIL: gamenews@soft-world.com.tw",2023-03-02,今日稍早小島秀夫在推特PO出了一張與《咒》導演柯孟融的合照，甚至還一起比出了電影中的經典手勢，難道真的要有不得了的合作出現了嗎?就讓我們一起來看看吧~,https://www.facebook.com/100063625583480/posts/653245823472931,23
咒,電玩宅速配 Gamexpress,MEDIA_NEWS_COMPANY,"電玩宅速配 
合作E-MAIL: gamenews@soft-world.com.tw",2023-02-17,喜歡恐怖題材的觀眾們，是不是有發現台灣的恐怖電影或遊戲近年來有越做越好的感覺呢?現在號稱台灣史上最恐怖的電影《咒》也即將改編成電玩遊戲了!而且是由《女鬼橋 開魂路》的製作團隊進行改編，大家期不期待呢?,https://www.facebook.com/100063625583480/posts/643071131157067,23
